$GPGGA,013432,3224.0000,S,13432.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013444,3234.0000,S,13444.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013450,3243.0000,S,13450.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013509,3251.0000,S,13509.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013516,3257.0000,S,13516.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013528,3303.0000,S,13528.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013533,3308.0000,S,13533.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013553,3310.0000,S,13553.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013619,3314.0000,S,13619.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013625,3308.0000,S,13625.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013656,3259.0000,S,13656.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013709,3244.0000,S,13709.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013726,3238.0000,S,13726.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013740,3238.0000,S,13740.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013746,3230.0000,S,13746.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013756,3242.0000,S,13756.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013800,3301.0000,S,13800.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013812,3321.0000,S,13812.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013827,3328.0000,S,13827.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013837,3330.0000,S,13837.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013856,3341.0000,S,13856.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013921,3351.0000,S,13921.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013940,3402.0000,S,13940.0000,E,2,12,0.1, , , , , , *42
$GPGGA,013958,3306.0000,S,13958.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014045,3410.0000,S,14045.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014052,3416.0000,S,14052.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014135,3416.0000,S,14135.0000,E,2,12,0.1,,,,,,*42
$GPGGA,014210,3411.0000,S,14210.0000,E,2,12,0.1,, , , , , *42
$GPGGA,014244,3435.0000,S,14244.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014334,3438.0000,S,14334.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014451,3430.0000,S,14451.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014526,3419.0000,S,14526.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014600,3434.0000,S,14600.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014633,3445.0000,S,14633.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014649,3500.0000,S,14649.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014707,3505.0000,S,14707.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014722,3507.0000,S,14722.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014728,3509.0000,S,14728.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014807,3504.0000,S,14807.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014819,3450.0000,S,14819.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014839,3449.0000,S,14839.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014855,3451.0000,S,14855.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014916,3447.0000,S,14916.0000,E,2,12,0.1, , , , , , *42
$GPGGA,014943,3445.0000,S,14943.0000,E,2,12,0.1, , , , , , *42
$GPGGA,015000,3443.0000,S,15000.0000,E,2,12,0.1, , , , , , *42
$GPGGA,015027,3427.0000,S,15027.0000,E,2,12,0.1, , , , , , *42
$GPGGA,015037,3411.0000,S,15037.0000,E,2,12,0.1, , , , , , *42
$GPGGA,015049,3404.0000,S,15049.0000,E,2,12,0.1, , , , , , *42
$GPGGA,015113,3353.0000,S,15113.0000,E,2,12,0.1, , , , , , *42
